GM = 4.911328E12
orbital radius = 1837400.0 m
velocity = 1634.9241672822895 m/s
predicted period = 7061.3212003602575 s
state.size = 4
state = [ 1837400.0, 0.0, 0.0, 1634.9241672822895 ]

t, x, y, vx, vy, am, en, radius, v
1675.0, 147524.22831773938, 1831468.0892822652, -1629.6459348938229, 131.26751177552038, 3.0040096649644737E9, -1336488.5163818481, 1837399.9999999935, 1634.9241672822927
1675.5, 146709.39077689394, 1831533.5417779954, -1629.704174725693, 130.5424668272581, 3.0040096649644737E9, -1336488.5163818486, 1837399.9999999932, 1634.9241672822927
1676.0, 145894.5241967769, 1831598.6317447857, -1629.7620919781984, 129.8173960397627, 3.0040096649644737E9, -1336488.5163818484, 1837399.9999999932, 1634.9241672822927
1676.5, 145079.62873868088, 1831663.3591697523, -1629.8196866398748, 129.09229955655286, 3.0040096649644737E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1677.0, 144264.7045639041, 1831727.7240400834, -1629.8769586993221, 128.3671775211522, 3.0040096649644732E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1677.5, 143449.7518337505, 1831791.7263430387, -1629.933908145204, 127.6420300770895, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1678.0, 142634.7707095297, 1831855.3660659497, -1629.990534966248, 126.91685736789853, 3.004009664964474E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1678.5, 141819.76135255693, 1831918.6431962196, -1630.0468391512456, 126.19165953711808, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1679.0, 141004.723924153, 1831981.5577213238, -1630.1028206890521, 125.46643672829191, 3.0040096649644737E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1679.5, 140189.65858564427, 1832044.109628809, -1630.1584795685867, 124.74118908496871, 3.0040096649644737E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1680.0, 139374.56549836264, 1832106.2989062937, -1630.2138157788324, 124.01591675070209, 3.0040096649644732E9, -1336488.5163818486, 1837399.9999999932, 1634.9241672822927
1680.5, 138559.4448236455, 1832168.1255414684, -1630.2688293088363, 123.29061986905056, 3.0040096649644732E9, -1336488.516381849, 1837399.999999993, 1634.9241672822927
1681.0, 137744.29672283566, 1832229.5895220954, -1630.323520147709, 122.56529858357747, 3.0040096649644732E9, -1336488.516381849, 1837399.999999993, 1634.9241672822927
1681.5, 136929.12135728143, 1832290.6908360086, -1630.377888284625, 121.83995303785102, 3.0040096649644737E9, -1336488.5163818484, 1837399.9999999932, 1634.9241672822927
1682.0, 136113.91888833648, 1832351.4294711137, -1630.431933708823, 121.1145833754442, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1682.5, 135298.68947735985, 1832411.8054153884, -1630.485656409605, 120.38918973993478, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1683.0, 134483.4332857159, 1832471.818656882, -1630.5390563763378, 119.66377227490526, 3.0040096649644732E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1683.5, 133668.1504747743, 1832531.4691837158, -1630.5921335984515, 118.93833112394287, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1684.0, 132852.84120591, 1832590.7569840823, -1630.6448880654398, 118.21286643063954, 3.0040096649644737E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1684.5, 132037.50564050314, 1832649.6820462465, -1630.6973197668608, 117.48737833859184, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1685.0, 131222.14393993912, 1832708.244358545, -1630.7494286923363, 116.76186699140098, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1685.5, 130406.7562656085, 1832766.443909386, -1630.801214831552, 116.03633253267276, 3.0040096649644732E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1686.0, 129591.34277890698, 1832824.2806872497, -1630.8526781742576, 115.31077510601757, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1686.5, 128775.90364123536, 1832881.754680688, -1630.9038187102663, 114.58519485505035, 3.0040096649644737E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1687.0, 127960.43901399952, 1832938.8658783247, -1630.9546364294556, 113.85959192339054, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1687.5, 127144.9490586104, 1832995.6142688552, -1631.0051313217668, 113.13396645466209, 3.0040096649644737E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1688.0, 126329.43393648391, 1833051.999841047, -1631.0553033772053, 112.40831859249339, 3.0040096649644732E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1688.5, 125513.893809041, 1833108.0225837394, -1631.10515258584, 111.68264848051727, 3.0040096649644737E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1689.0, 124698.32883770752, 1833163.682485843, -1631.1546789378037, 110.95695626237098, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1689.5, 123882.73918391428, 1833218.9795363413, -1631.2038824232934, 110.23124208169612, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1690.0, 123067.12500909694, 1833273.9137242883, -1631.2527630325699, 109.50550608213867, 3.0040096649644732E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1690.5, 122251.48647469602, 1833328.4850388109, -1631.301320755958, 108.77974840734888, 3.0040096649644737E9, -1336488.5163818486, 1837399.999999993, 1634.924167282293
1691.0, 121435.82374215689, 1833382.6934691072, -1631.349555583846, 108.05396920098133, 3.0040096649644732E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1691.5, 120620.13697292969, 1833436.5390044472, -1631.3974675066868, 107.32816860669485, 3.0040096649644732E9, -1336488.5163818488, 1837399.999999993, 1634.9241672822927
1692.0, 119804.4263284693, 1833490.021634173, -1631.4450565149966, 106.6023467681525, 3.004009664964473E9, -1336488.516381849, 1837399.999999993, 1634.9241672822927
1692.5, 118988.69197023535, 1833543.1413476986, -1631.492322599356, 105.87650382902156, 3.004009664964473E9, -1336488.5163818493, 1837399.999999993, 1634.9241672822925
1693.0, 118172.93405969215, 1833595.8981345093, -1631.539265750409, 105.15063993297346, 3.004009664964473E9, -1336488.5163818495, 1837399.999999993, 1634.9241672822925
1693.5, 117357.1527583087, 1833648.2919841628, -1631.585885958864, 104.4247552236838, 3.004009664964473E9, -1336488.5163818493, 1837399.999999993, 1634.9241672822925
1694.0, 116541.3482275586, 1833700.3228862882, -1631.6321832154931, 103.69884984483231, 3.0040096649644732E9, -1336488.5163818493, 1837399.999999993, 1634.9241672822925
1694.5, 115725.52062892004, 1833751.9908305868, -1631.6781575111322, 102.97292394010277, 3.0040096649644732E9, -1336488.5163818493, 1837399.999999993, 1634.9241672822925
1695.0, 114909.67012387581, 1833803.2958068314, -1631.7238088366814, 102.24697765318307, 3.0040096649644732E9, -1336488.516381849, 1837399.9999999932, 1634.9241672822925
1695.5, 114093.79687391322, 1833854.2378048669, -1631.7691371831045, 101.52101112776508, 3.004009664964473E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1696.0, 113277.90104052407, 1833904.81681461, -1631.8141425414294, 100.79502450754474, 3.0040096649644732E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1696.5, 112461.98278520463, 1833955.0328260493, -1631.858824902748, 100.06901793622191, 3.0040096649644732E9, -1336488.5163818488, 1837399.9999999932, 1634.9241672822925
1697.0, 111646.04226945563, 1834004.885829245, -1631.9031842582156, 99.34299155750044, 3.004009664964473E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1697.5, 110830.0796547822, 1834054.3758143294, -1631.9472205990521, 98.61694551508808, 3.004009664964473E9, -1336488.5163818498, 1837399.999999993, 1634.9241672822923
1698.0, 110014.09510269381, 1834103.5027715066, -1631.990933916541, 97.89087995269648, 3.0040096649644723E9, -1336488.5163818495, 1837399.999999993, 1634.9241672822925
1698.5, 109198.08877470433, 1834152.2666910526, -1632.03432420203, 97.16479501404115, 3.004009664964473E9, -1336488.5163818495, 1837399.999999993, 1634.9241672822925
1699.0, 108382.06083233189, 1834200.6675633152, -1632.07739144693, 96.43869084284144, 3.004009664964473E9, -1336488.5163818498, 1837399.999999993, 1634.9241672822923
1699.5, 107566.01143709892, 1834248.705378714, -1632.120135642717, 95.7125675828205, 3.004009664964473E9, -1336488.5163818498, 1837399.999999993, 1634.9241672822923
1700.0, 106749.9407505321, 1834296.3801277406, -1632.1625567809301, 94.98642537770525, 3.004009664964473E9, -1336488.5163818493, 1837399.999999993, 1634.9241672822925
1700.5, 105933.84893416232, 1834343.6918009582, -1632.2046548531725, 94.26026437122638, 3.0040096649644732E9, -1336488.5163818493, 1837399.999999993, 1634.9241672822925
1701.0, 105117.73614952464, 1834390.6403890022, -1632.2464298511113, 93.53408470711831, 3.004009664964473E9, -1336488.5163818495, 1837399.999999993, 1634.9241672822925
1701.5, 104301.60255815831, 1834437.2258825796, -1632.287881766478, 92.80788652911912, 3.004009664964473E9, -1336488.5163818495, 1837399.999999993, 1634.9241672822925
1702.0, 103485.44832160664, 1834483.4482724695, -1632.3290105910673, 92.08166998097056, 3.004009664964473E9, -1336488.5163818495, 1837399.9999999928, 1634.9241672822925
1702.5, 102669.27360141707, 1834529.3075495227, -1632.3698163167387, 91.35543520641804, 3.004009664964473E9, -1336488.5163818495, 1837399.999999993, 1634.9241672822925
1703.0, 101853.07855914107, 1834574.803704662, -1632.4102989354149, 90.62918234921055, 3.004009664964472E9, -1336488.5163818498, 1837399.9999999928, 1634.9241672822923
1703.5, 101036.86335633416, 1834619.9367288821, -1632.450458439083, 89.9029115531007, 3.004009664964472E9, -1336488.5163818498, 1837399.999999993, 1634.9241672822923
1704.0, 100220.62815455582, 1834664.7066132494, -1632.490294819794, 89.1766229618446, 3.0040096649644723E9, -1336488.5163818498, 1837399.999999993, 1634.9241672822923
1704.5, 99404.3731153695, 1834709.1133489022, -1632.5298080696625, 88.45031671920192, 3.0040096649644723E9, -1336488.51638185, 1837399.999999993, 1634.924167282292
1705.0, 98588.0984003426, 1834753.1569270508, -1632.5689981808678, 87.7239929689358, 3.004009664964472E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1705.5, 97771.80417104637, 1834796.8373389773, -1632.6078651456523, 86.99765185481287, 3.0040096649644723E9, -1336488.5163818505, 1837399.999999993, 1634.9241672822918
1706.0, 96955.49058905596, 1834840.1545760357, -1632.6464089563233, 86.27129352060318, 3.0040096649644723E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1706.5, 96139.15781595034, 1834883.1086296518, -1632.684629605251, 85.54491811008018, 3.0040096649644723E9, -1336488.51638185, 1837399.999999993, 1634.924167282292
1707.0, 95322.80601331226, 1834925.6994913237, -1632.7225270848705, 84.81852576702072, 3.004009664964473E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1707.5, 94506.43534272828, 1834967.9271526209, -1632.7601013876802, 84.09211663520499, 3.004009664964473E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1708.0, 93690.04596578864, 1835009.7916051848, -1632.7973525062428, 83.3656908584165, 3.004009664964473E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1708.5, 92873.63804408732, 1835051.292840729, -1632.8342804331849, 82.63924858044207, 3.004009664964473E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1709.0, 92057.21173922195, 1835092.430851039, -1632.870885161197, 81.91278994507178, 3.004009664964473E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1709.5, 91240.76721279381, 1835133.2056279718, -1632.907166683034, 81.18631509609894, 3.0040096649644723E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1710.0, 90424.3046264078, 1835173.6171634567, -1632.943124991514, 80.45982417732007, 3.0040096649644723E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1710.5, 89607.82414167238, 1835213.6654494947, -1632.9787600795198, 79.73331733253488, 3.004009664964473E9, -1336488.5163818498, 1837399.999999993, 1634.9241672822923
1711.0, 88791.32592019954, 1835253.3504781588, -1633.0140719399978, 79.00679470554623, 3.004009664964473E9, -1336488.5163818495, 1837399.999999993, 1634.9241672822925
1711.5, 87974.8101236048, 1835292.672241594, -1633.0490605659586, 78.28025644016009, 3.004009664964473E9, -1336488.516381849, 1837399.9999999932, 1634.9241672822925
1712.0, 87158.27691350714, 1835331.6307320166, -1633.0837259504763, 77.55370268018554, 3.004009664964473E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1712.5, 86341.72645152903, 1835370.2259417158, -1633.1180680866896, 76.82713356943472, 3.004009664964473E9, -1336488.516381849, 1837399.9999999932, 1634.9241672822925
1713.0, 85525.15889929631, 1835408.4578630517, -1633.1520869678009, 76.10054925172282, 3.0040096649644732E9, -1336488.516381849, 1837399.9999999932, 1634.9241672822925
1713.5, 84708.5744184382, 1835446.326488457, -1633.1857825870763, 75.37394987086805, 3.004009664964473E9, -1336488.516381849, 1837399.9999999932, 1634.9241672822925
1714.0, 83891.97317058731, 1835483.831810436, -1633.2191549378465, 74.64733557069154, 3.004009664964473E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1714.5, 83075.35531737954, 1835520.973821565, -1633.252204013506, 73.92070649501744, 3.004009664964473E9, -1336488.516381849, 1837399.9999999932, 1634.9241672822925
1715.0, 82258.72102045408, 1835557.7525144925, -1633.2849298075125, 73.1940627876728, 3.0040096649644732E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1715.5, 81442.07044145338, 1835594.1678819382, -1633.317332313389, 72.46740459248758, 3.004009664964473E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1716.0, 80625.40374202312, 1835630.2199166943, -1633.3494115247215, 71.7407320532946, 3.004009664964473E9, -1336488.5163818488, 1837399.9999999935, 1634.9241672822923
1716.5, 79808.72108381214, 1835665.9086116247, -1633.3811674351605, 71.01404531392947, 3.0040096649644732E9, -1336488.5163818493, 1837399.9999999932, 1634.9241672822923
1717.0, 78992.02262847248, 1835701.2339596655, -1633.4126000384201, 70.2873445182307, 3.004009664964473E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1717.5, 78175.30853765928, 1835736.1959538243, -1633.4437093282788, 69.56062981003952, 3.0040096649644723E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1718.0, 77358.57897303079, 1835770.7945871807, -1633.474495298579, 68.83390133319992, 3.0040096649644723E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1718.5, 76541.8340962483, 1835805.0298528867, -1633.5049579432268, 68.10715923155864, 3.0040096649644723E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1719.0, 75725.07406897617, 1835838.9017441655, -1633.5350972561926, 67.3804036489651, 3.004009664964473E9, -1336488.5163818498, 1837399.9999999932, 1634.924167282292
1719.5, 74908.29905288172, 1835872.4102543127, -1633.5649132315107, 66.6536347292714, 3.0040096649644723E9, -1336488.5163818495, 1837399.9999999932, 1634.924167282292
1720.0, 74091.50920963525, 1835905.5553766957, -1633.5944058632792, 65.92685261633227, 3.0040096649644723E9, -1336488.5163818498, 1837399.9999999932, 1634.924167282292
1720.5, 73274.70470090999, 1835938.337104754, -1633.6235751456607, 65.20005745400503, 3.0040096649644723E9, -1336488.51638185, 1837399.9999999932, 1634.9241672822918
1721.0, 72457.8856883821, 1835970.7554319988, -1633.6524210728815, 64.47324938614963, 3.004009664964472E9, -1336488.5163818502, 1837399.999999993, 1634.924167282292
1721.5, 71641.05233373058, 1836002.8103520132, -1633.6809436392316, 63.74642855662855, 3.004009664964472E9, -1336488.51638185, 1837399.9999999932, 1634.9241672822918
1722.0, 70824.20479863728, 1836034.5018584523, -1633.7091428390656, 63.01959510930679, 3.004009664964472E9, -1336488.5163818502, 1837399.999999993, 1634.924167282292
1722.5, 70007.34324478685, 1836065.8299450434, -1633.7370186668018, 62.29274918805186, 3.0040096649644713E9, -1336488.5163818505, 1837399.999999993, 1634.9241672822918
1723.0, 69190.46783386674, 1836096.7946055853, -1633.7645711169225, 61.565890936733716, 3.0040096649644713E9, -1336488.5163818505, 1837399.999999993, 1634.9241672822918
1723.5, 68373.57872756712, 1836127.395833949, -1633.791800183974, 60.83902049922479, 3.0040096649644713E9, -1336488.5163818505, 1837399.999999993, 1634.9241672822918
1724.0, 67556.67608758085, 1836157.6336240775, -1633.8187058625665, 60.11213801939989, 3.004009664964472E9, -1336488.5163818507, 1837399.999999993, 1634.9241672822916
1724.5, 66739.76007560352, 1836187.5079699855, -1633.8452881473747, 59.38524364113625, 3.0040096649644713E9, -1336488.5163818505, 1837399.999999993, 1634.9241672822918
1725.0, 65922.83085333333, 1836217.0188657597, -1633.8715470331367, 58.658337508313416, 3.0040096649644713E9, -1336488.5163818505, 1837399.9999999932, 1634.9241672822916
1725.5, 65105.8885824711, 1836246.1663055588, -1633.8974825146552, 57.931419764813285, 3.0040096649644713E9, -1336488.5163818502, 1837399.9999999932, 1634.9241672822916
1726.0, 64288.93342472024, 1836274.9502836133, -1633.9230945867962, 57.20449055452004, 3.0040096649644713E9, -1336488.516381851, 1837399.999999993, 1634.9241672822916
1726.5, 63471.96554178672, 1836303.370794226, -1633.9483832444903, 56.47755002132015, 3.004009664964471E9, -1336488.516381851, 1837399.999999993, 1634.9241672822916
1727.0, 62654.985095379, 1836331.4278317713, -1633.973348482732, 55.75059830910231, 3.004009664964471E9, -1336488.5163818507, 1837399.999999993, 1634.9241672822916
1727.5, 61837.99224720806, 1836359.121390696, -1633.9979902965797, 55.02363556175743, 3.004009664964471E9, -1336488.516381851, 1837399.999999993, 1634.9241672822916
1728.0, 61020.98715898731, 1836386.451465518, -1634.022308681156, 54.29666192317861, 3.0040096649644713E9, -1336488.516381851, 1837399.999999993, 1634.9241672822916
1728.5, 60203.96999243259, 1836413.418050828, -1634.0463036316469, 53.56967753726111, 3.004009664964471E9, -1336488.516381851, 1837399.999999993, 1634.9241672822916
1729.0, 59386.940909262135, 1836440.021141288, -1634.0699751433033, 52.8426825479023, 3.0040096649644713E9, -1336488.516381851, 1837399.999999993, 1634.9241672822916
1729.5, 58569.90007119654, 1836466.2607316326, -1634.0933232114396, 52.115677099001665, 3.004009664964471E9, -1336488.5163818512, 1837399.999999993, 1634.9241672822914
1730.0, 57752.84763995872, 1836492.1368166679, -1634.1163478314345, 51.38866133446076, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999932, 1634.9241672822914
1730.5, 56935.78377727389, 1836517.6493912719, -1634.1390489987305, 50.66163539818316, 3.0040096649644713E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1731.0, 56118.708644869526, 1836542.7984503948, -1634.1614267088341, 49.93459943407448, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999932, 1634.9241672822914
1731.5, 55301.62240447533, 1836567.5839890586, -1634.183480957316, 49.20755358604231, 3.0040096649644713E9, -1336488.5163818507, 1837399.9999999932, 1634.9241672822914
1732.0, 54484.52521782321, 1836592.0060023575, -1634.205211739811, 48.480497997996196, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999932, 1634.9241672822914
1732.5, 53667.41724664724, 1836616.0644854573, -1634.2266190520172, 47.75343281384761, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999932, 1634.9241672822914
1733.0, 52850.29865268362, 1836639.759433596, -1634.2477028896978, 47.02635817750993, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1733.5, 52033.16959767066, 1836663.0908420833, -1634.2684632486794, 46.29927423289839, 3.004009664964471E9, -1336488.5163818516, 1837399.999999993, 1634.9241672822911
1734.0, 51216.030243348745, 1836686.0587063015, -1634.2889001248527, 45.572181123930086, 3.0040096649644704E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1734.5, 50398.88075146029, 1836708.663021704, -1634.3090135141726, 44.84507899452392, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1735.0, 49581.72128374971, 1836730.9037838166, -1634.3288034126579, 44.11796798860057, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1735.5, 48764.55200196342, 1836752.7809882371, -1634.3482698163912, 43.390848250082485, 3.0040096649644704E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1736.0, 47947.37306784975, 1836774.2946306353, -1634.3674127215195, 42.66371992289383, 3.0040096649644704E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1736.5, 47130.184643158966, 1836795.4447067527, -1634.3862321242539, 41.936583150960494, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1737.0, 46312.98688964319, 1836816.231212403, -1634.404728020869, 41.209438078210006, 3.004009664964471E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1737.5, 45495.77996905639, 1836836.6541434715, -1634.422900407704, 40.48228484857155, 3.004009664964471E9, -1336488.5163818516, 1837399.9999999932, 1634.924167282291
1738.0, 44678.56404315438, 1836856.713495916, -1634.440749281162, 39.75512360597594, 3.0040096649644704E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1738.5, 43861.33927369472, 1836876.409265766, -1634.4582746377098, 39.02795449435555, 3.004009664964471E9, -1336488.516381851, 1837399.9999999935, 1634.924167282291
1739.0, 43044.10582243674, 1836895.7414491228, -1634.4754764738786, 38.300777657644325, 3.004009664964471E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1739.5, 42226.863851141476, 1836914.71004216, -1634.4923547862636, 37.57359323977774, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1740.0, 41409.613521571664, 1836933.315041123, -1634.5089095715236, 36.84640138469278, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1740.5, 40592.35499549169, 1836951.5564423292, -1634.525140826382, 36.11920223632788, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1741.0, 39775.08843466755, 1836969.4342421677, -1634.5410485476261, 35.391995938622934, 3.0040096649644704E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1741.5, 38957.814000866856, 1836986.9484371003, -1634.5566327321071, 34.664782635519245, 3.0040096649644704E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1742.0, 38140.53185585875, 1837004.0990236597, -1634.5718933767405, 33.937562470959506, 3.0040096649644704E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1742.5, 37323.242161413924, 1837020.8859984516, -1634.5868304785054, 33.210335588887766, 3.0040096649644704E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1743.0, 36505.94507930455, 1837037.309358153, -1634.6014440344452, 32.4831021332494, 3.0040096649644704E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1743.5, 35688.640771304264, 1837053.3690995132, -1634.6157340416673, 31.755862247991104, 3.0040096649644704E9, -1336488.5163818516, 1837399.9999999932, 1634.924167282291
1744.0, 34871.32939918814, 1837069.0652193534, -1634.6297004973435, 31.028616077060818, 3.004009664964471E9, -1336488.516381851, 1837399.9999999935, 1634.924167282291
1744.5, 34054.011124732635, 1837084.3977145667, -1634.643343398709, 30.30136376440774, 3.004009664964471E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1745.0, 33236.68610971559, 1837099.3665821182, -1634.6566627430634, 29.574105453982284, 3.004009664964471E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1745.5, 32419.354515916177, 1837113.971819045, -1634.6696585277705, 28.846841289736055, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1746.0, 31602.016505114858, 1837128.2134224563, -1634.6823307502577, 28.119571415621806, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1746.5, 30784.672239093376, 1837142.091389533, -1634.6946794080168, 27.39229597559343, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1747.0, 29967.321879634706, 1837155.6057175281, -1634.7067044986034, 26.665015113605918, 3.0040096649644704E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1747.5, 29149.96558852303, 1837168.7564037668, -1634.7184060196375, 25.937728973615332, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1748.0, 28332.603527543713, 1837181.543445646, -1634.7297839688028, 25.210437699578783, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1748.5, 27515.23585848325, 1837193.9668406348, -1634.7408383438474, 24.483141435454392, 3.0040096649644713E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1749.0, 26697.86274312925, 1837206.026586274, -1634.7515691425829, 23.755840325201277, 3.0040096649644713E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1749.5, 25880.484343270407, 1837217.7226801764, -1634.7619763628854, 23.028534512779505, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1750.0, 25063.10082069645, 1837229.055120027, -1634.772060002695, 22.301224142150083, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1750.5, 24245.71233719813, 1837240.0239035827, -1634.7818200600157, 21.573909357274914, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1751.0, 23428.31905456717, 1837250.6290286726, -1634.7912565329157, 20.846590302116777, 3.0040096649644713E9, -1336488.5163818507, 1837399.9999999932, 1634.9241672822914
1751.5, 22610.92113459626, 1837260.870493197, -1634.800369419527, 20.119267120639297, 3.0040096649644713E9, -1336488.5163818507, 1837399.9999999932, 1634.9241672822914
1752.0, 21793.518739078994, 1837270.7482951295, -1634.8091587180459, 19.39193995680691, 3.0040096649644713E9, -1336488.5163818505, 1837399.9999999935, 1634.9241672822914
1752.5, 20976.112029809854, 1837280.2624325142, -1634.8176244267327, 18.66460895458485, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1753.0, 20158.70116858418, 1837289.4129034684, -1634.8257665439116, 17.937274257939105, 3.0040096649644704E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1753.5, 19341.28631719813, 1837298.1997061805, -1634.8335850679714, 17.209936010836394, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1754.0, 18523.867637448653, 1837306.6228389114, -1634.841079997364, 16.48259435724414, 3.004009664964471E9, -1336488.5163818514, 1837399.9999999932, 1634.924167282291
1754.5, 17706.44529113346, 1837314.682299994, -1634.8482513306062, 15.755249441130438, 3.004009664964471E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1755.0, 16889.01944005098, 1837322.3780878328, -1634.8550990662784, 15.027901406464034, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1755.5, 16071.590246000338, 1837329.7102009046, -1634.8616232030251, 14.300550397214286, 3.0040096649644713E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1756.0, 15254.157870781324, 1837336.6786377581, -1634.867823739555, 13.573196557351142, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999932, 1634.9241672822914
1756.5, 14436.722476194358, 1837343.283397014, -1634.8737006746408, 12.845840030845114, 3.0040096649644704E9, -1336488.5163818519, 1837399.999999993, 1634.924167282291
1757.0, 13619.284224040453, 1837349.5244773652, -1634.8792540071192, 12.118480961667242, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1757.5, 12801.843276121192, 1837355.401877576, -1634.884483735891, 11.39111949378907, 3.0040096649644704E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
1758.0, 11984.399794238687, 1837360.9155964833, -1634.8893898599213, 10.663755771182617, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999932, 1634.9241672822911
