GM = 4.911328E12
orbital radius = 1837400.0 m
velocity = 1634.9241672822895 m/s
predicted period = 7061.3212003602575 s
state.size = 4
state = [ 1837400.0, 0.0, 0.0, 1634.9241672822895 ]

t, x, y, vx, vy, am, en, radius, v
4522.5, -1167098.2261508962, -1419126.6647186205, 1262.7432679782316, -1038.487588726682, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4523.0, -1166466.7390315565, -1419645.7680467514, 1263.205167715076, -1037.9256895470064, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4523.5, -1165835.0210248537, -1420164.5903739268, 1263.6668174164065, -1037.3635849230454, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4524.0, -1165203.072255828, -1420683.1315974523, 1264.1282169908454, -1036.8012749660604, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999902, 1634.9241672822939
4524.5, -1164570.8928495657, -1421201.3916146893, 1264.5893663470645, -1036.2387597873535, 3.004009664964471E9, -1336488.5163818505, 1837399.9999999902, 1634.924167282294
4525.0, -1163938.482931199, -1421719.3703230547, 1265.050265393785, -1035.6760394982675, 3.004009664964471E9, -1336488.5163818505, 1837399.9999999902, 1634.924167282294
4525.5, -1163305.8426259053, -1422237.067620021, 1265.5109140397776, -1035.1131142101858, 3.004009664964471E9, -1336488.5163818505, 1837399.9999999902, 1634.924167282294
4526.0, -1162672.9720589078, -1422754.483403117, 1265.971312193863, -1034.5499840345324, 3.004009664964471E9, -1336488.5163818505, 1837399.9999999902, 1634.924167282294
4526.5, -1162039.8713554754, -1423271.6175699262, 1266.4314597649113, -1033.9866490827715, 3.004009664964471E9, -1336488.5163818505, 1837399.9999999902, 1634.924167282294
4527.0, -1161406.540640922, -1423788.4700180888, 1266.8913566618419, -1033.4231094664085, 3.004009664964471E9, -1336488.5163818505, 1837399.9999999902, 1634.924167282294
4527.5, -1160772.9800406077, -1424305.0406453004, 1267.351002793624, -1032.8593652969887, 3.0040096649644713E9, -1336488.5163818505, 1837399.9999999902, 1634.924167282294
4528.0, -1160139.1896799377, -1424821.3293493122, 1267.8103980692765, -1032.2954166860984, 3.004009664964471E9, -1336488.5163818505, 1837399.9999999902, 1634.924167282294
4528.5, -1159505.1696843628, -1425337.3360279314, 1268.2695423978678, -1031.731263745364, 3.004009664964471E9, -1336488.516381851, 1837399.99999999, 1634.924167282294
4529.0, -1158870.9201793794, -1425853.0605790212, 1268.7284356885161, -1031.1669065864523, 3.004009664964471E9, -1336488.5163818505, 1837399.9999999902, 1634.924167282294
4529.5, -1158236.441290529, -1426368.5029005003, 1269.1870778503894, -1030.602345321071, 3.004009664964471E9, -1336488.516381851, 1837399.99999999, 1634.924167282294
4530.0, -1157601.7331433988, -1426883.6628903432, 1269.6454687927053, -1030.0375800609675, 3.0040096649644704E9, -1336488.5163818512, 1837399.99999999, 1634.9241672822939
4530.5, -1156966.7958636212, -1427398.5404465809, 1270.103608424731, -1029.47261091793, 3.0040096649644704E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4531.0, -1156331.6295768742, -1427913.1354672995, 1270.5614966557835, -1028.9074380037873, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4531.5, -1155696.2344088808, -1428427.4478506416, 1271.0191333952296, -1028.3420614304082, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4532.0, -1155060.6104854094, -1428941.4774948054, 1271.476518552486, -1027.7764813097017, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4532.5, -1154424.7579322737, -1429455.2242980453, 1271.9336520370189, -1027.2106977536173, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4533.0, -1153788.6768753328, -1429968.6881586716, 1272.3905337583449, -1026.6447108741447, 3.0040096649644704E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4533.5, -1153152.367440491, -1430481.8689750507, 1272.8471636260297, -1026.0785207833137, 3.0040096649644704E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4534.0, -1152515.8297536976, -1430994.766645605, 1273.3035415496893, -1025.5121275931947, 3.004009664964471E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4534.5, -1151879.0639409472, -1431507.3810688127, 1273.7596674389893, -1024.945531415898, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4535.0, -1151242.0701282795, -1432019.7121432084, 1274.2155412036454, -1024.378732363574, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4535.5, -1150604.8484417794, -1432531.7597673824, 1274.6711627534232, -1023.8117305484138, 3.0040096649644704E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4536.0, -1149967.399007577, -1433043.5238399815, 1275.1265319981383, -1023.244526082648, 3.004009664964471E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4536.5, -1149329.7219518472, -1433555.0042597086, 1275.5816488476557, -1022.6771190785477, 3.0040096649644704E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4537.0, -1148691.8174008103, -1434066.2009253225, 1276.0365132118911, -1022.1095096484237, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4537.5, -1148053.6854807313, -1434577.113735638, 1276.49112500081, -1021.5416979046273, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999902, 1634.9241672822939
4538.0, -1147415.3263179203, -1435087.7425895268, 1276.9454841244271, -1020.9736839595497, 3.004009664964471E9, -1336488.5163818512, 1837399.99999999, 1634.9241672822939
4538.5, -1146776.7400387328, -1435598.0873859162, 1277.3995904928083, -1020.405467925622, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4539.0, -1146137.9267695684, -1436108.1480237897, 1277.8534440160688, -1019.8370499153154, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4539.5, -1145498.8866368723, -1436617.9244021876, 1278.3070446043741, -1019.2684300411412, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999902, 1634.9241672822939
4540.0, -1144859.6197671348, -1437127.4164202057, 1278.7603921679397, -1018.6996084156502, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4540.5, -1144220.1262868901, -1437636.6239769969, 1279.213486617031, -1018.1305851514338, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999902, 1634.9241672822939
4541.0, -1143580.4063227184, -1438145.5469717695, 1279.666327861964, -1017.5613603611229, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999902, 1634.9241672822939
4541.5, -1142940.4600012437, -1438654.185303789, 1280.118915813104, -1016.9919341573882, 3.004009664964471E9, -1336488.5163818507, 1837399.9999999902, 1634.9241672822939
4542.0, -1142300.2874491357, -1439162.5388723768, 1280.5712503808672, -1016.4223066529405, 3.0040096649644704E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4542.5, -1141659.8887931083, -1439670.6075769106, 1281.02333147572, -1015.8524779605305, 3.004009664964471E9, -1336488.5163818512, 1837399.99999999, 1634.9241672822939
4543.0, -1141019.2641599204, -1440178.3913168248, 1281.475159008178, -1015.2824481929483, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4543.5, -1140378.4136763755, -1440685.8899916098, 1281.9267328888081, -1014.7122174630244, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4544.0, -1139737.337469322, -1441193.1035008128, 1282.378053028227, -1014.1417858836287, 3.0040096649644704E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4544.5, -1139096.0356656525, -1441700.0317440373, 1282.8291193371012, -1013.5711535676709, 3.004009664964471E9, -1336488.5163818514, 1837399.99999999, 1634.9241672822939
4545.0, -1138454.5083923049, -1442206.6746209431, 1283.279931726148, -1013.0003206281004, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4545.5, -1137812.7557762612, -1442713.032031247, 1283.730490106135, -1012.4292871779065, 3.00400966496447E9, -1336488.5163818512, 1837399.9999999902, 1634.9241672822936
4546.0, -1137170.7779445485, -1443219.1038747216, 1284.1807943878796, -1011.858053330118, 3.0040096649644704E9, -1336488.5163818512, 1837399.9999999902, 1634.9241672822936
4546.5, -1136528.575024238, -1443724.8900511963, 1284.6308444822498, -1011.2866191978034, 3.00400966496447E9, -1336488.5163818512, 1837399.9999999902, 1634.9241672822936
4547.0, -1135886.1471424457, -1444230.3904605573, 1285.080640300164, -1010.7149848940708, 3.00400966496447E9, -1336488.5163818516, 1837399.99999999, 1634.9241672822936
4547.5, -1135243.494426332, -1444735.6050027472, 1285.5301817525908, -1010.143150532068, 3.00400966496447E9, -1336488.5163818516, 1837399.99999999, 1634.9241672822936
4548.0, -1134600.617003102, -1445240.533577765, 1285.979468750549, -1009.5711162249826, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4548.5, -1133957.5150000053, -1445745.1760856668, 1286.4285012051078, -1008.9988820860414, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4549.0, -1133314.1885443355, -1446249.5324265647, 1286.877279027387, -1008.4264482285109, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4549.5, -1132670.6377634313, -1446753.6025006277, 1287.325802128557, -1007.8538147656974, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4550.0, -1132026.8627846753, -1447257.3862080816, 1287.774070419838, -1007.2809818109462, 3.00400966496447E9, -1336488.516381852, 1837399.9999999898, 1634.9241672822936
4550.5, -1131382.8637354947, -1447760.883449209, 1288.2220838125008, -1006.7079494776424, 3.00400966496447E9, -1336488.5163818516, 1837399.99999999, 1634.9241672822936
4551.0, -1130738.6407433609, -1448264.0941243486, 1288.6698422178672, -1006.1347178792106, 3.00400966496447E9, -1336488.5163818516, 1837399.99999999, 1634.9241672822936
4551.5, -1130094.1939357896, -1448767.0181338964, 1289.1173455473088, -1005.5612871291147, 3.00400966496447E9, -1336488.5163818512, 1837399.9999999902, 1634.9241672822936
4552.0, -1129449.523440341, -1449269.655378305, 1289.564593712248, -1004.987657340858, 3.0040096649644704E9, -1336488.5163818512, 1837399.9999999902, 1634.9241672822936
4552.5, -1128804.6293846194, -1449772.0057580832, 1290.0115866241579, -1004.4138286279834, 3.00400966496447E9, -1336488.5163818512, 1837399.9999999902, 1634.9241672822936
4553.0, -1128159.5118962736, -1450274.0691737977, 1290.4583241945616, -1003.8398011040731, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4553.5, -1127514.1711029964, -1450775.845526071, 1290.904806335033, -1003.2655748827484, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4554.0, -1126868.607132525, -1451277.3347155831, 1291.351032957197, -1002.6911500776703, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4554.5, -1126222.8201126403, -1451778.5366430704, 1291.7970039727284, -1002.1165268025388, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4555.0, -1125576.810171168, -1452279.4512093263, 1292.2427192933528, -1001.5417051710934, 3.00400966496447E9, -1336488.5163818516, 1837399.9999999902, 1634.9241672822934
4555.5, -1124930.5774359775, -1452780.078315201, 1292.6881788308467, -1000.9666852971128, 3.00400966496447E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4556.0, -1124284.1220349823, -1453280.4178616018, 1293.1333824970368, -1000.391467294415, 3.004009664964469E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4556.5, -1123637.4440961403, -1453780.4697494928, 1293.5783302038008, -999.8160512768569, 3.004009664964469E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4557.0, -1122990.543747453, -1454280.2338798952, 1294.0230218630668, -999.240437358335, 3.004009664964469E9, -1336488.5163818526, 1837399.99999999, 1634.9241672822932
4557.5, -1122343.4211169663, -1454779.7101538868, 1294.4674573868137, -998.6646256527849, 3.004009664964469E9, -1336488.5163818526, 1837399.99999999, 1634.9241672822932
4558.0, -1121696.07633277, -1455278.8984726025, 1294.9116366870715, -998.0886162741812, 3.004009664964469E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4558.5, -1121048.5095229978, -1455777.7987372344, 1295.35555967592, -997.5124093365375, 3.004009664964469E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4559.0, -1120400.7208158274, -1456276.4108490315, 1295.7992262654905, -996.9360049539068, 3.004009664964469E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4559.5, -1119752.7103394803, -1456774.7347092999, 1296.2426363679647, -996.3594032403812, 3.004009664964469E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4560.0, -1119104.478222222, -1457272.7702194024, 1296.6857898955752, -995.7826043100915, 3.004009664964469E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4560.5, -1118456.0245923619, -1457770.5172807595, 1297.1286867606054, -995.205608277208, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4561.0, -1117807.3495782532, -1458267.9757948483, 1297.5713268753893, -994.6284152559396, 3.0040096649644694E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4561.5, -1117158.453308293, -1458765.1456632032, 1298.0137101523121, -994.0510253605344, 3.00400966496447E9, -1336488.5163818519, 1837399.9999999902, 1634.9241672822932
4562.0, -1116509.335910922, -1459262.0267874156, 1298.4558365038095, -993.4734387052795, 3.00400966496447E9, -1336488.5163818519, 1837399.9999999902, 1634.9241672822932
4562.5, -1115859.9975146246, -1459758.6190691344, 1298.8977058423682, -992.8956554045009, 3.00400966496447E9, -1336488.5163818516, 1837399.9999999902, 1634.9241672822934
4563.0, -1115210.4382479296, -1460254.922410065, 1299.3393180805256, -992.3176755725634, 3.00400966496447E9, -1336488.5163818516, 1837399.9999999902, 1634.9241672822934
4563.5, -1114560.6582394086, -1460750.9367119707, 1299.7806731308704, -991.7394993238709, 3.00400966496447E9, -1336488.5163818516, 1837399.9999999902, 1634.9241672822934
4564.0, -1113910.6576176777, -1461246.6618766717, 1300.2217709060417, -991.161126772866, 3.00400966496447E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4564.5, -1113260.4365113962, -1461742.0978060456, 1300.66261131873, -990.5825580340304, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4565.0, -1112609.9950492673, -1462237.2444020268, 1301.1031942816762, -990.0037932218844, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4565.5, -1111959.3333600375, -1462732.1015666076, 1301.5435197076727, -989.4248324509871, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4566.0, -1111308.4515724971, -1463226.6692018372, 1301.9835875095625, -988.8456758359366, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4566.5, -1110657.34981548, -1463720.947209822, 1302.42339760024, -988.2663234913696, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4567.0, -1110006.0282178633, -1464214.935492726, 1302.86294989265, -987.6867755319615, 3.00400966496447E9, -1336488.5163818512, 1837399.9999999902, 1634.9241672822936
4567.5, -1109354.486908568, -1464708.6339527706, 1303.3022442997888, -987.1070320724267, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4568.0, -1108702.7260165587, -1465202.0424922344, 1303.7412807347037, -986.5270932275179, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4568.5, -1108050.7456708432, -1465695.161013453, 1304.180059110493, -985.9469591120267, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4569.0, -1107398.5460004725, -1466187.9894188202, 1304.6185793403058, -985.3666298407834, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4569.5, -1106746.1271345415, -1466680.527610787, 1305.0568413373428, -984.7861055286568, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4570.0, -1106093.4892021883, -1467172.7754918614, 1305.4948450148556, -984.2053862905544, 3.00400966496447E9, -1336488.5163818516, 1837399.99999999, 1634.9241672822936
4570.5, -1105440.6323325944, -1467664.732964609, 1305.9325902861467, -983.6244722414223, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4571.0, -1104787.5566549844, -1468156.3999316534, 1306.37007706457, -983.0433634962449, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4571.5, -1104134.2622986264, -1468647.7762956752, 1306.8073052635307, -982.4620601700454, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4572.0, -1103480.7493928317, -1469138.8619594125, 1307.244274796485, -981.8805623778857, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4572.5, -1102827.0180669553, -1469629.6568256612, 1307.68098557694, -981.2988702348656, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4573.0, -1102173.0684503946, -1470120.1607972747, 1308.1174375184546, -980.716983856124, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4573.5, -1101518.9006725908, -1470610.373777164, 1308.5536305346386, -980.1349033568378, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4574.0, -1100864.5148630284, -1471100.2956682974, 1308.989564539153, -979.5526288522225, 3.00400966496447E9, -1336488.5163818516, 1837399.99999999, 1634.9241672822936
4574.5, -1100209.9111512348, -1471589.9263737013, 1309.42523944571, -978.970160457532, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4575.0, -1099555.08966678, -1472079.2657964593, 1309.8606551680737, -978.3874982880585, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4575.5, -1098900.0505392784, -1472568.3138397129, 1310.2958116200587, -977.8046424591328, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4576.0, -1098244.7938983862, -1473057.0704066611, 1310.7307087155314, -977.2215930861237, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4576.5, -1097589.3198738033, -1473545.5354005608, 1311.1653463684095, -976.6383502844385, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4577.0, -1096933.6285952725, -1474033.7087247267, 1311.5997244926618, -976.0549141695228, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4577.5, -1096277.7201925798, -1474521.5902825308, 1312.0338430023087, -975.4712848568604, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4578.0, -1095621.5947955537, -1475009.1799774033, 1312.4677018114219, -974.8874624619732, 3.00400966496447E9, -1336488.5163818516, 1837399.9999999902, 1634.9241672822934
4578.5, -1094965.252534066, -1475496.4777128317, 1312.9013008341246, -974.3034471004216, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4579.0, -1094308.6935380315, -1475983.4833923618, 1313.3346399845914, -973.7192388878042, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4579.5, -1093651.9179374077, -1476470.196919597, 1313.767719177048, -973.1348379397574, 3.0040096649644704E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4580.0, -1092994.9258621952, -1476956.6181981983, 1314.2005383257722, -972.5502443719561, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4580.5, -1092337.717442437, -1477442.7471318848, 1314.6330973450927, -971.9654583001131, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4581.0, -1091680.2928082193, -1477928.5836244335, 1315.06539614939, -971.3804798399797, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4581.5, -1091022.652089671, -1478414.1275796792, 1315.4974346530958, -970.7953091073447, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4582.0, -1090364.7954169638, -1478899.3789015147, 1315.9292127706938, -970.2099462180354, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4582.5, -1089706.722920312, -1479384.3374938904, 1316.3607304167188, -969.624391287917, 3.0040096649644694E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4583.0, -1089048.434729973, -1479869.003260815, 1316.7919875057573, -969.0386444328926, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4583.5, -1088389.9309762467, -1480353.376106355, 1317.2229839524477, -968.4527057689036, 3.0040096649644694E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4584.0, -1087731.2117894753, -1480837.4559346351, 1317.6537196714794, -967.8665754119289, 3.0040096649644694E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4584.5, -1087072.277300044, -1481321.2426498376, 1318.0841945775937, -967.2802534779859, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4585.0, -1086413.1276383807, -1481804.736156203, 1318.5144085855839, -966.6937400831293, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4585.5, -1085753.7629349558, -1482287.93635803, 1318.944361610294, -966.1070353434524, 3.0040096649644694E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4586.0, -1085094.183320282, -1482770.8431596751, 1319.3740535666207, -965.5201393750856, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4586.5, -1084434.3889249149, -1483253.456465553, 1319.8034843695116, -964.9330522941978, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4587.0, -1083774.3798794523, -1483735.7761801365, 1320.2326539339665, -964.3457742169953, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4587.5, -1083114.1563145348, -1484217.8022079566, 1320.6615621750366, -963.7583052597226, 3.00400966496447E9, -1336488.5163818516, 1837399.9999999902, 1634.9241672822934
4588.0, -1082453.7183608452, -1484699.5344536023, 1321.0902090078248, -963.1706455386617, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4588.5, -1081793.066149109, -1485180.9728217206, 1321.5185943474862, -962.5827951701323, 3.00400966496447E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4589.0, -1081132.199810094, -1485662.117217017, 1321.946718109227, -961.994754270492, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4589.5, -1080471.1194746103, -1486142.9675442553, 1322.3745802083058, -961.4065229561361, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4590.0, -1079809.8252735103, -1486623.523708257, 1322.8021805600326, -960.8181013434976, 3.0040096649644694E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4590.5, -1079148.317337689, -1487103.785613902, 1323.2295190797693, -960.229489549047, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4591.0, -1078486.5957980833, -1487583.7531661284, 1323.6565956829295, -959.6406876892927, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4591.5, -1077824.660785673, -1488063.426269933, 1324.0834102849788, -959.0516958807806, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4592.0, -1077162.5124314793, -1488542.8048303705, 1324.5099628014348, -958.4625142400942, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4592.5, -1076500.1508665665, -1489021.8887525538, 1324.9362531478666, -957.8731428838544, 3.00400966496447E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4593.0, -1075837.5762220405, -1489500.6779416546, 1325.3622812398958, -957.28358192872, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4593.5, -1075174.7886290497, -1489979.1723029022, 1325.7880469931952, -956.6938314913871, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4594.0, -1074511.7882187844, -1490457.371741585, 1326.2135503234897, -956.1038916885892, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4594.5, -1073848.5751224773, -1490935.2761630493, 1326.6387911465565, -955.5137626370977, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4595.0, -1073185.149471403, -1491412.8854727, 1327.0637693782246, -954.923444453721, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4595.5, -1072521.5113968784, -1491890.1995760005, 1327.4884849343748, -954.3329372553052, 3.004009664964469E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4596.0, -1071857.661030262, -1492367.2183784724, 1327.9129377309403, -953.7422411587337, 3.004009664964469E9, -1336488.5163818523, 1837399.99999999, 1634.9241672822932
4596.5, -1071193.5985029547, -1492843.9417856957, 1328.3371276839057, -953.1513562809274, 3.004009664964469E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4597.0, -1070529.3239463994, -1493320.3697033091, 1328.7610547093082, -952.5602827388445, 3.0040096649644694E9, -1336488.516381852, 1837399.99999999, 1634.9241672822934
4597.5, -1069864.8374920806, -1493796.50203701, 1329.1847187232365, -951.9690206494805, 3.0040096649644694E9, -1336488.5163818526, 1837399.9999999898, 1634.9241672822934
4598.0, -1069200.1392715254, -1494272.3386925536, 1329.608119641832, -951.3775701298683, 3.0040096649644694E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4598.5, -1068535.2294163022, -1494747.8795757543, 1330.0312573812876, -950.785931297078, 3.0040096649644694E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4599.0, -1067870.1080580214, -1495223.1245924847, 1330.4541318578486, -950.1941042682172, 3.00400966496447E9, -1336488.5163818519, 1837399.99999999, 1634.9241672822936
4599.5, -1067204.7753283356, -1495698.073648676, 1330.8767429878121, -949.6020891604304, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4600.0, -1066539.2313589389, -1496172.7266503181, 1331.299090687528, -949.0098860908996, 3.00400966496447E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4600.5, -1065873.4762815672, -1496647.0835034596, 1331.7211748733976, -948.4174951768439, 3.0040096649644704E9, -1336488.5163818514, 1837399.9999999902, 1634.9241672822936
4601.0, -1065207.5102279985, -1497121.1441142072, 1332.1429954618748, -947.8249165355196, 3.0040096649644704E9, -1336488.5163818512, 1837399.9999999905, 1634.9241672822936
4601.5, -1064541.3333300522, -1497594.9083887269, 1332.5645523694654, -947.2321502842202, 3.004009664964471E9, -1336488.5163818512, 1837399.9999999905, 1634.9241672822936
4602.0, -1063874.9457195897, -1498068.3762332427, 1332.9858455127278, -946.6391965402763, 3.004009664964471E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4602.5, -1063208.347528514, -1498541.5475540378, 1333.406874808272, -946.0460554210556, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4603.0, -1062541.53888877, -1499014.422257454, 1333.8276401727608, -945.4527270439628, 3.0040096649644704E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4603.5, -1061874.5199323436, -1499487.0002498915, 1334.2481415229088, -944.8592115264398, 3.00400966496447E9, -1336488.516381851, 1837399.9999999902, 1634.9241672822939
4604.0, -1061207.2907912633, -1499959.2814378098, 1334.6683787754832, -944.2655089859655, 3.0040096649644704E9, -1336488.5163818512, 1837399.9999999902, 1634.9241672822936
4604.5, -1060539.8515975983, -1500431.2657277265, 1335.0883518473036, -943.671619540056, 3.0040096649644704E9, -1336488.5163818516, 1837399.99999999, 1634.9241672822936
